stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
383,ARC1A1,ARCES - Repos,ARRET DU RESEAU CARA BUS .,45.5558199753807,-0.862579965800766
384,ARC1A2,ARCES - Repos,ARRET DU RESEAU CARA BUS .,45.555863328412,-0.862524599998597
385,ARC2A1,ARCES - Chassagne,ARRET DU RESEAU CARA BUS .,45.5692727502296,-0.86724584135282
386,ARC2A2,ARCES - Chassagne,ARRET DU RESEAU CARA BUS .,45.5692535674762,-0.867179360500059
390,ARC4A1,ARCES - Liboulas,ARRET DU RESEAU CARA BUS .,45.5605938621377,-0.878072621575062
389,ARC4A2,ARCES - Liboulas,ARRET DU RESEAU CARA BUS .,45.5605558116522,-0.878147156790972
394,ARC6A1,ARCES - Mairie,ARRET DU RESEAU CARA BUS .,45.5531273735008,-0.860176600262497
393,ARC6A2,ARCES - Mairie,ARRET DU RESEAU CARA BUS .,45.5530977511995,-0.86029058515097
395,ARC7A1,ARCES - Moutard,ARRET DU RESEAU CARA BUS .,45.5639195110301,-0.871107617703838
396,ARC7A2,ARCES - Moutard,ARRET DU RESEAU CARA BUS .,45.5638978149162,-0.871045033498418
188,ARCBR2,ARCES - Brézillas,ARRET DU RESEAU CARA BUS .,45.5692097455915,-0.894964835096566
137,ARCBRE,ARCES - Brézillas,ARRET DU RESEAU CARA BUS .,45.5688334346087,-0.893994909585681
15,ARCEC2,ARCES - Ecole,ARRET DU RESEAU CARA BUS .,45.5550807529563,-0.861596876703736
387,ARCECO,ARCES - Ecole,ARRET DU RESEAU CARA BUS .,45.5550352833578,-0.861672113069295
399,ARV1A1,ARVERT - Avallon,ARRET DU RESEAU CARA BUS .,45.7433252604978,-1.10899580870146
400,ARV1A2,ARVERT - Avallon,ARRET DU RESEAU CARA BUS .,45.7432219360979,-1.10882067903862
2637,ARV1B1,ARVERT - Cabouci,ARRET DU RESEAU CARA BUS .,45.73917,-1.12946
2638,ARV1B2,ARVERT - Cabouci,ARRET DU RESEAU CARA BUS .,45.73922,-1.12931
2643,ARV2B1,ARVERT - Amouroux,ARRET DU RESEAU CARA BUS .,45.7477596899668,-1.12282536258746
2644,ARV2B2,ARVERT - Amouroux,ARRET DU RESEAU CARA BUS .,45.747807245333,-1.12277270143202
407,ARV3A1,ARVERT - Geay,ARRET DU RESEAU CARA BUS .,45.7459369382712,-1.14265716213633
408,ARV3A2,ARVERT - Geay,ARRET DU RESEAU CARA BUS .,45.7460176442031,-1.14257531761908
410,ARV4A1,ARVERT - Graveau,ARRET DU RESEAU CARA BUS .,45.7450444702019,-1.13882378800988
409,ARV4A2,ARVERT - Graveau,ARRET DU RESEAU CARA BUS .,45.745031832657,-1.13893521323248
